department,municipality,zika_confirmed_laboratory,zika_confirmed_clinic,zika_suspected,zika_total
BOYACA,AQUITANIA,0,0,0,0
BOYACA,ARCABUCO,0,0,0,0
BOYACA,BELEN,0,0,0,0
BOYACA,BERBEO,0,0,0,0
BOYACA,BETEITIVA,0,0,0,0
BOYACA,BOAVITA,0,0,0,0
BOYACA,BOYACA,0,0,0,0
BOYACA,BRICEÑO,0,0,0,0
BOYACA,BUENAVISTA,0,0,0,0
BOYACA,BUSBANZA,0,0,0,0
BOYACA,CALDAS,0,0,0,0
BOYACA,CAMPOHERMOSO,1,0,0,1
BOYACA,CERINZA,0,0,0,0
BOYACA,CHINAVITA,0,0,0,0
BOYACA,CHIQUINQUIRA,0,0,1,1
BOYACA,CHISCAS,0,0,0,0
BOYACA,CHITA,0,0,0,0
BOYACA,CHITARAQUE,2,0,0,2
BOYACA,CHIVATA,0,0,0,0
BOYACA,CIENEGA,0,0,0,0
BOYACA,COMBITA,0,0,0,0
BOYACA,COPER,0,0,0,0
BOYACA,CORRALES,0,0,0,0
BOYACA,COVARACHIA,0,0,0,0
BOYACA,CUBARA,0,0,0,0
BOYACA,CUCAITA,0,0,0,0
BOYACA,CUITIVA,0,0,0,0
BOYACA,CHIQUIZA,0,0,0,0
BOYACA,CHIVOR,0,0,0,0
BOYACA,DUITAMA,0,0,0,0
BOYACA,EL COCUY,0,0,0,0
BOYACA,EL ESPINO,0,0,0,0
BOYACA,FIRAVITOBA,0,0,0,0
BOYACA,FLORESTA,0,0,0,0
BOYACA,GACHANTIVA,0,0,0,0
BOYACA,GAMEZA,0,0,0,0
BOYACA,GARAGOA,0,0,0,0
BOYACA,GUACAMAYAS,0,0,0,0
BOYACA,GUATEQUE,0,0,0,0
BOYACA,GUAYATA,0,0,0,0
BOYACA,GUICAN,0,0,0,0
BOYACA,IZA,0,0,0,0
BOYACA,JENESANO,0,0,0,0
BOYACA,JERICO,0,0,0,0
BOYACA,LABRANZAGRANDE,0,0,0,0
BOYACA,LA CAPILLA,0,0,0,0
BOYACA,LA VICTORIA,0,0,0,0
BOYACA,LA UVITA,0,0,0,0
BOYACA,VILLA DE LEYVA,0,0,0,0
BOYACA,MACANAL,0,0,0,0
BOYACA,MARIPI,0,0,0,0
BOYACA,MIRAFLORES,0,0,0,0
BOYACA,MONGUA,0,0,0,0
BOYACA,MONGUI,0,0,0,0
BOYACA,MONIQUIRA,0,0,0,0
BOYACA,MOTAVITA,0,0,0,0
BOYACA,MUZO,5,0,0,5
BOYACA,NOBSA,0,0,0,0
BOYACA,NUEVO COLON,0,0,0,0
BOYACA,OICATA,0,0,0,0
BOYACA,OTANCHE,1,0,0,1
BOYACA,PACHAVITA,0,0,0,0
BOYACA,PAEZ,1,0,0,1
BOYACA,PAIPA,0,0,0,0
BOYACA,PAJARITO,1,2,0,3
BOYACA,PANQUEBA,0,0,0,0
BOYACA,PAUNA,0,0,0,0
BOYACA,PAYA,0,0,0,0
BOYACA,PAZ DE RIO,0,0,0,0
BOYACA,PESCA,0,0,0,0
BOYACA,PISBA,0,0,0,0
BOYACA,PUERTO BOYACA,10,6,0,16
BOYACA,QUIPAMA,0,0,0,0
BOYACA,RAMIRIQUI,0,0,0,0
BOYACA,RAQUIRA,0,0,0,0
BOYACA,RONDON,0,0,0,0
BOYACA,SABOYA,0,0,0,0
BOYACA,SACHICA,0,0,0,0
BOYACA,SAMACA,0,0,0,0
BOYACA,SAN EDUARDO,0,0,0,0
BOYACA,SAN JOSE DE PARE,0,0,0,0
BOYACA,SAN LUIS DE GACENO,1,0,0,1
BOYACA,SAN MATEO,0,0,0,0
BOYACA,SAN MIGUEL DE SEMA,0,0,0,0
BOYACA,SAN PABLO DE BORBUR,1,0,0,1
BOYACA,SANTANA,0,0,1,1
BOYACA,SANTA MARIA,0,0,0,0
BOYACA,SANTA ROSA DE VITERBO,0,0,0,0
BOYACA,SANTA SOFIA,0,0,0,0
BOYACA,SATIVANORTE,0,0,0,0
BOYACA,SATIVASUR,0,0,0,0
BOYACA,SIACHOQUE,0,0,0,0
BOYACA,SOATA,0,0,0,0
BOYACA,SOCOTA,0,0,0,0
BOYACA,SOCHA,0,0,0,0
BOYACA,SOGAMOSO,0,0,0,0
BOYACA,SOMONDOCO,0,0,0,0
BOYACA,SORA,0,0,0,0
BOYACA,SOTAQUIRA,0,0,0,0
BOYACA,SORACA,0,0,0,0
BOYACA,SUSACON,0,0,0,0
BOYACA,SUTAMARCHAN,0,0,0,0
BOYACA,SUTATENZA,0,0,0,0
BOYACA,TASCO,0,0,0,0
BOYACA,TENZA,0,0,0,0
BOYACA,TIBANA,0,0,0,0
BOYACA,TIBASOSA,0,0,0,0
BOYACA,TINJACA,0,0,0,0
BOYACA,TIPACOQUE,0,0,0,0
BOYACA,TOCA,0,0,0,0
BOYACA,TOGUÍ,0,0,0,0
BOYACA,TOPAGA,0,0,0,0
BOYACA,TOTA,0,0,0,0
BOYACA,TUNUNGUA,0,0,0,0
BOYACA,TURMEQUE,0,0,0,0
BOYACA,TUTA,0,0,0,0
BOYACA,TUTAZA,0,0,0,0
BOYACA,UMBITA,1,0,0,1
BOYACA,VENTAQUEMADA,0,0,0,0
BOYACA,VIRACACHA,0,0,0,0
BOYACA,ZETAQUIRA,0,0,0,0
CALDAS,* CALDAS. MUNICIPIO DESCONOCIDO,0,0,0,0
CALDAS,MANIZALES,1,1,0,2
CALDAS,AGUADAS,0,0,0,0
CALDAS,ANSERMA,0,0,0,0
CALDAS,ARANZAZU,0,0,0,0
CALDAS,BELALCAZAR,0,0,0,0
CALDAS,CHINCHINA,1,0,0,1
CALDAS,FILADELFIA,0,0,0,0
CALDAS,LA DORADA,2,11,0,13
CALDAS,LA MERCED,0,0,0,0
CALDAS,MANZANARES,0,0,0,0
CALDAS,MARMATO,8,2,0,10
CALDAS,MARQUETALIA,0,0,0,0
CALDAS,MARULANDA,0,0,0,0
CALDAS,NEIRA,0,0,0,0
CALDAS,NORCASIA,0,0,0,0
CALDAS,PACORA,0,0,0,0
CALDAS,PALESTINA,0,0,1,1
CALDAS,PENSILVANIA,2,0,0,2
CALDAS,RIOSUCIO,1,0,0,1
CALDAS,RISARALDA,0,0,0,0
CALDAS,SALAMINA,0,0,0,0
CALDAS,SAMANA,1,4,0,5
CALDAS,SAN JOSE,0,0,0,0
CALDAS,SUPIA,0,0,0,0
CALDAS,VICTORIA,1,11,0,12
CALDAS,VILLAMARIA,0,0,0,0
CALDAS,VITERBO,0,0,0,0
CAQUETA,* CAQUETA. MUNICIPIO DESCONOCIDO,0,0,0,0
CAQUETA,FLORENCIA,1,23,0,24
CAQUETA,ALBANIA,0,0,0,0
CAQUETA,BELEN DE LOS ANDAQUIES,0,0,0,0
CAQUETA,CARTAGENA DEL CHAIRA,0,0,0,0
CAQUETA,CURILLO,0,0,0,0
CAQUETA,EL DONCELLO,0,0,4,4
CAQUETA,EL PAUJIL,1,0,0,1
CAQUETA,LA MONTAÑITA,0,0,0,0
CAQUETA,MILAN,0,0,0,0
CAQUETA,MORELIA,1,0,0,1
CAQUETA,PUERTO RICO,0,0,0,0
CAQUETA,SAN JOSE DEL FRAGUA,0,0,0,0
CAQUETA,SAN VICENTE DEL CAGUAN,1,0,0,1
CAQUETA,SOLANO,0,0,0,0
CAQUETA,SOLITA,0,0,0,0
CAQUETA,VALPARAISO,0,0,0,0
CAUCA,* CAUCA. MUNICIPIO DESCONOCIDO,0,0,0,0
CAUCA,POPAYAN,0,0,0,0
CAUCA,ALMAGUER,0,0,0,0
CAUCA,ARGELIA,1,0,0,1
CAUCA,BALBOA,0,0,0,0
CAUCA,BOLIVAR,0,0,0,0
CAUCA,BUENOS AIRES,0,0,0,0
CAUCA,CAJIBIO,0,0,0,0
CAUCA,CALDONO,0,0,0,0
CAUCA,CALOTO,0,0,0,0
CAUCA,CORINTO,0,0,0,0
CAUCA,EL TAMBO,0,0,0,0
CAUCA,FLORENCIA,0,0,0,0
CAUCA,GUACHENE,0,0,0,0
CAUCA,GUAPI,0,0,0,0
CAUCA,INZA,0,0,0,0
CAUCA,JAMBALO,0,0,0,0
CAUCA,LA SIERRA,0,0,0,0
CAUCA,LA VEGA,0,0,0,0
CAUCA,LOPEZ,0,0,0,0
CAUCA,MERCADERES,1,0,0,1
CAUCA,MIRANDA,0,0,0,0
CAUCA,MORALES,0,0,0,0
CAUCA,PADILLA,0,0,0,0
CAUCA,PAEZ,0,0,0,0
CAUCA,PATIA,0,0,0,0
CAUCA,PIAMONTE,0,0,0,0
CAUCA,PIENDAMO,0,0,0,0
CAUCA,PUERTO TEJADA,0,0,0,0
CAUCA,PURACE,0,0,0,0
CAUCA,ROSAS,0,0,0,0
CAUCA,SAN SEBASTIAN,0,0,0,0
CAUCA,SANTANDER DE QUILICHAO,1,0,0,1
CAUCA,SANTA ROSA,0,0,0,0
CAUCA,SILVIA,0,0,0,0
CAUCA,SOTARA,0,0,0,0
CAUCA,SUAREZ,0,0,0,0
CAUCA,SUCRE,0,0,1,1
CAUCA,TIMBIO,0,0,0,0
CAUCA,TIMBIQUI,0,0,0,0
CAUCA,TORIBIO,0,0,0,0
CAUCA,TOTORO,0,0,0,0
CAUCA,VILLA RICA,0,0,0,0
CESAR,* CESAR. MUNICIPIO DESCONOCIDO,0,0,1,1
CESAR,VALLEDUPAR,2,18,0,20
CESAR,AGUACHICA,5,109,0,114
CESAR,AGUSTIN CODAZZI,0,0,1,1
CESAR,ASTREA,0,0,0,0
CESAR,BECERRIL,0,0,0,0
CESAR,BOSCONIA,0,0,0,0
CESAR,CHIMICHAGUA,0,0,0,0
CESAR,CHIRIGUANA,0,0,0,0
CESAR,CURUMANI,0,0,0,0
CESAR,EL COPEY,0,0,4,4
CESAR,EL PASO,0,0,5,5
CESAR,GAMARRA,0,0,0,0
CESAR,GONZALEZ,0,0,0,0
CESAR,LA GLORIA,0,0,1,1
CESAR,LA JAGUA DE IBIRICO,0,0,0,0
CESAR,MANAURE,0,0,0,0
CESAR,PAILITAS,0,0,0,0
CESAR,PELAYA,0,0,0,0
CESAR,PUEBLO BELLO,0,0,0,0
CESAR,RIO DE ORO,0,0,1,1
CESAR,LA PAZ,0,0,0,0
CESAR,SAN ALBERTO,0,0,3,3
CESAR,SAN DIEGO,0,0,0,0
CESAR,SAN MARTIN,0,0,0,0
CESAR,TAMALAMEQUE,0,0,2,2
CORDOBA,* CORDOBA. MUNICIPIO DESCONOCIDO,0,0,1,1
CORDOBA,MONTERIA,5,572,0,577
CORDOBA,AYAPEL,0,0,0,0
CORDOBA,BUENAVISTA,0,0,0,0
CORDOBA,CANALETE,0,0,7,7
CORDOBA,CERETE,0,0,10,10
CORDOBA,CHIMA,0,0,0,0
CORDOBA,CHINU,0,0,3,3
CORDOBA,CIENAGA DE ORO,0,0,1,1
CORDOBA,COTORRA,0,0,0,0
CORDOBA,LA APARTADA,0,0,0,0
CORDOBA,LORICA,0,0,27,27
CORDOBA,LOS CORDOBAS,0,0,0,0
CORDOBA,MOMIL,0,0,45,45
CORDOBA,MONTELIBANO,0,0,42,42
CORDOBA,MOÑITOS,0,0,0,0
CORDOBA,PLANETA RICA,0,0,1,1
CORDOBA,PUEBLO NUEVO,0,0,0,0
CORDOBA,PUERTO ESCONDIDO,0,0,15,15
CORDOBA,PUERTO LIBERTADOR,0,0,0,0
CORDOBA,PURISIMA,0,0,1,1
CORDOBA,SAHAGUN,0,0,2,2
CORDOBA,SAN ANDRES SOTAVENTO,0,0,3,3
CORDOBA,SAN ANTERO,0,0,2,2
CORDOBA,SAN BERNARDO DEL VIENTO,0,0,8,8
CORDOBA,SAN CARLOS,0,0,1,1
CORDOBA,SAN JOSE DE URE,0,0,0,0
CORDOBA,SAN PELAYO,0,0,7,7
CORDOBA,TIERRALTA,0,0,2,2
CORDOBA,TUCHIN,1,2,0,3
CORDOBA,VALENCIA,0,0,3,3
CUNDINAMARCA,* CUNDINAMARCA. MUNICIPIO DESCONOCIDO,0,0,10,10
CUNDINAMARCA,AGUA DE DIOS,2,91,0,93
CUNDINAMARCA,ALBAN,0,0,0,0
CUNDINAMARCA,ANAPOIMA,0,0,12,12
CUNDINAMARCA,ANOLAIMA,0,0,1,1
CUNDINAMARCA,ARBELAEZ,0,0,0,0
CUNDINAMARCA,BELTRAN,0,0,1,1
CUNDINAMARCA,BITUIMA,0,0,0,0
CUNDINAMARCA,BOJACA,0,0,0,0
CUNDINAMARCA,CABRERA,0,0,0,0
CUNDINAMARCA,CACHIPAY,0,0,0,0
CUNDINAMARCA,CAJICA,0,0,0,0
CUNDINAMARCA,CAPARRAPI,0,0,0,0
CUNDINAMARCA,CAQUEZA,1,0,0,1
CUNDINAMARCA,CARMEN DE CARUPA,0,0,0,0
CUNDINAMARCA,CHAGUANI,0,0,0,0
CUNDINAMARCA,CHIA,0,0,0,0
CUNDINAMARCA,CHIPAQUE,0,0,0,0
CUNDINAMARCA,CHOACHI,0,0,0,0
CUNDINAMARCA,CHOCONTA,0,0,0,0
CUNDINAMARCA,COGUA,0,0,0,0
CUNDINAMARCA,COTA,0,0,0,0
CUNDINAMARCA,CUCUNUBA,0,0,0,0
CUNDINAMARCA,EL COLEGIO,0,0,26,26
CUNDINAMARCA,EL PEÑON,1,0,0,1
CUNDINAMARCA,EL ROSAL,0,0,0,0
CUNDINAMARCA,FACATATIVA,0,0,0,0
CUNDINAMARCA,FOMEQUE,0,0,0,0
CUNDINAMARCA,FOSCA,0,0,0,0
CUNDINAMARCA,FUNZA,0,0,0,0
CUNDINAMARCA,FUQUENE,0,0,0,0
CUNDINAMARCA,FUSAGASUGA,0,0,3,3
CUNDINAMARCA,GACHALA,0,0,0,0
CUNDINAMARCA,GACHANCIPA,0,0,0,0
CUNDINAMARCA,GACHETA,0,0,0,0
CUNDINAMARCA,GAMA,0,0,0,0
CUNDINAMARCA,GIRARDOT,23,1385,0,1408
CUNDINAMARCA,GRANADA,0,0,0,0
CUNDINAMARCA,GUACHETA,0,0,0,0
CUNDINAMARCA,GUADUAS,2,4,0,6
CUNDINAMARCA,GUASCA,0,0,0,0
CUNDINAMARCA,GUATAQUI,0,0,1,1
CUNDINAMARCA,GUATAVITA,0,0,0,0
CUNDINAMARCA,GUAYABAL DE SIQUIMA,0,0,0,0
CUNDINAMARCA,GUAYABETAL,0,0,0,0
CUNDINAMARCA,GUTIERREZ,0,0,0,0
CUNDINAMARCA,JERUSALEN,0,0,8,8
CUNDINAMARCA,JUNIN,0,0,0,0
CUNDINAMARCA,LA CALERA,0,0,0,0
CUNDINAMARCA,LA MESA,1,8,0,9
CUNDINAMARCA,LA PALMA,1,3,0,4
CUNDINAMARCA,LA PEÑA,0,0,4,4
CUNDINAMARCA,LA VEGA,1,1,0,2
CUNDINAMARCA,LENGUAZAQUE,0,0,0,0
CUNDINAMARCA,MACHETA,0,0,0,0
CUNDINAMARCA,MADRID,0,0,0,0
CUNDINAMARCA,MANTA,0,0,0,0
CUNDINAMARCA,MEDINA,0,0,0,0
CUNDINAMARCA,MOSQUERA,0,0,0,0
CUNDINAMARCA,NARIÑO,2,12,0,14
CUNDINAMARCA,NEMOCON,0,0,0,0
CUNDINAMARCA,NILO,0,0,19,19
CUNDINAMARCA,NIMAIMA,0,0,0,0
CUNDINAMARCA,NOCAIMA,0,0,1,1
CUNDINAMARCA,VENECIA,0,0,0,0
CUNDINAMARCA,PACHO,1,1,0,2
