department,municipality,zika_confirmed_laboratory,zika_confirmed_clinic,zika_suspected,zika_total
ANTIOQUIA,TOLEDO,0,0,0,0
ANTIOQUIA,TURBO,1,121,0,122
ANTIOQUIA,URAMITA,1,0,0,1
ANTIOQUIA,URRAO,0,0,0,0
ANTIOQUIA,VALDIVIA,0,0,0,0
ANTIOQUIA,VALPARAISO,5,1,0,6
ANTIOQUIA,VEGACHI,0,0,1,1
ANTIOQUIA,VENECIA,0,0,0,0
ANTIOQUIA,VIGIA DEL FUERTE,0,0,0,0
ANTIOQUIA,YALI,0,0,0,0
ANTIOQUIA,YARUMAL,0,0,0,0
ANTIOQUIA,YOLOMBO,0,0,0,0
ANTIOQUIA,YONDO,0,0,1,1
ANTIOQUIA,ZARAGOZA,0,0,7,7
BARRANQUILLA,BARRANQUILLA,46,2543,0,2589
ATLANTICO,* ATLANTICO. MUNICIPIO DESCONOCIDO,5,0,4,9
ATLANTICO,BARANOA,1,12,0,13
ATLANTICO,CAMPO DE LA CRUZ,0,0,4,4
ATLANTICO,CANDELARIA,0,0,5,5
ATLANTICO,GALAPA,0,0,35,35
ATLANTICO,JUAN DE ACOSTA,0,0,7,7
ATLANTICO,LURUACO,0,0,14,14
ATLANTICO,MALAMBO,2,104,0,106
ATLANTICO,MANATI,0,0,2,2
ATLANTICO,PALMAR DE VARELA,0,0,11,11
ATLANTICO,PIOJO,0,0,0,0
ATLANTICO,POLONUEVO,0,0,5,5
ATLANTICO,PONEDERA,0,0,4,4
ATLANTICO,PUERTO COLOMBIA,3,145,0,148
ATLANTICO,REPELON,1,11,0,12
ATLANTICO,SABANAGRANDE,0,0,31,31
ATLANTICO,SABANALARGA,0,0,45,45
ATLANTICO,SANTA LUCIA,0,0,2,2
ATLANTICO,SANTO TOMAS,1,13,0,14
ATLANTICO,SOLEDAD,3,778,0,781
ATLANTICO,SUAN,0,0,1,1
ATLANTICO,TUBARA,2,44,0,46
ATLANTICO,USIACURI,1,15,0,16
BOGOTA,"BOGOTA, D.C.",0,0,63,63
BOGOTA,BOGOTÁ - USAQUÉN-LOS CEDROS,0,0,0,0
BOGOTA,BOGOTÁ - USAQUÉN-SANTA BÁRBARA,0,0,0,0
BOGOTA,BOGOTÁ - BARRIOS UNIDOS-LOS ANDES,0,0,0,0
BOGOTA,BOGOTÁ - BARRIOS UNIDOS-12 DE OCTUBRE,0,0,0,0
BOGOTA,BOGOTÁ - SAN CRISTÓBAL-SOCIEGO,0,0,0,0
BOGOTA,BOGOTÁ - TUNJUELITO-VENECIA,0,0,0,0
BOGOTA,BOGOTÁ - PUENTE ARANDA-SAN RAFAEL,0,0,0,0
BOGOTA,BOGOTÁ - KENNEDY-AMÉRICAS,0,0,0,0
BOGOTA,BOGOTÁ - KENNEDY-KENNEDY CENTRAL,0,0,0,0
BOGOTA,BOGOTÁ - TUNJUELITO-TUNJUELITO,0,0,0,0
BOGOTA,BOGOTÁ - CIUDAD BOLÍVAR-SAN FRANCISCO,0,0,0,0
BOGOTA,BOGOTÁ - ENGATIVÁ-ENGATIVÁ,0,0,0,0
BOGOTA,BOGOTÁ - FONTIBÓN-FONTIBÓN,0,0,0,0
BOGOTA,BOGOTÁ - BOSA-BOSA CENTRAL,0,0,0,0
BOGOTA,BOGOTÁ - BOSA-TINTAL SUR,0,0,0,0
BOGOTA,BOGOTÁ - LA CANDELARIA-LA CANDELARIA,0,0,0,0
BOGOTA,BOGOTÁ - CHAPINERO-CHICO LAGO,0,0,0,0
BOGOTA,BOGOTÁ - CHAPINERO-CHAPINERO,0,0,0,0
BOGOTA,BOGOTÁ - TEUSAQUILLO-TEUSAQUILLO,0,0,0,0
BOGOTA,BOGOTÁ - TEUSAQUILLO-LA ESMERALDA,0,0,0,0
BOGOTA,BOGOTÁ - TEUSAQUILLO-QUINTA PAREDES,0,0,0,0
BOGOTA,BOGOTÁ - TEUSAQUILLO-CIUDAD SALITRE ORIENTAL,0,0,0,0
CARTAGENA,CARTAGENA,59,728,0,787
BOLIVAR,* BOLIVAR. MUNICIPIO DESCONOCIDO,2,0,1,3
BOLIVAR,ACHI,0,0,3,3
BOLIVAR,ALTOS DEL ROSARIO,0,0,0,0
BOLIVAR,ARENAL,0,0,30,30
BOLIVAR,ARJONA,3,9,0,12
BOLIVAR,ARROYOHONDO,0,0,0,0
BOLIVAR,BARRANCO DE LOBA,0,0,6,6
BOLIVAR,CALAMAR,0,0,1,1
BOLIVAR,CANTAGALLO,0,0,1,1
BOLIVAR,CICUCO,0,0,2,2
BOLIVAR,CORDOBA,1,16,0,17
BOLIVAR,CLEMENCIA,0,0,0,0
BOLIVAR,EL CARMEN DE BOLIVAR,1,7,0,8
BOLIVAR,EL GUAMO,0,0,1,1
BOLIVAR,EL PEÑON,0,0,3,3
BOLIVAR,HATILLO DE LOBA,0,0,0,0
BOLIVAR,MAGANGUE,2,34,0,36
BOLIVAR,MAHATES,0,0,34,34
BOLIVAR,MARGARITA,0,0,0,0
BOLIVAR,MARIA LA BAJA,2,1,0,3
BOLIVAR,MONTECRISTO,0,0,15,15
BOLIVAR,MOMPOS,0,0,26,26
BOLIVAR,NOROSI,0,0,3,3
BOLIVAR,MORALES,0,0,5,5
BOLIVAR,PINILLOS,0,0,1,1
BOLIVAR,REGIDOR,0,0,0,0
BOLIVAR,RIO VIEJO,1,1,0,2
BOLIVAR,SAN CRISTOBAL,0,0,0,0
BOLIVAR,SAN ESTANISLAO,0,0,0,0
BOLIVAR,SAN FERNANDO,0,0,1,1
BOLIVAR,SAN JACINTO,3,22,0,25
BOLIVAR,SAN JACINTO DEL CAUCA,0,0,0,0
BOLIVAR,SAN JUAN NEPOMUCENO,2,46,0,48
BOLIVAR,SAN MARTIN DE LOBA,0,0,0,0
BOLIVAR,SAN PABLO,0,0,0,0
BOLIVAR,SANTA CATALINA,0,0,1,1
BOLIVAR,SANTA ROSA,3,1,0,4
BOLIVAR,SANTA ROSA DEL SUR,13,11,0,24
BOLIVAR,SIMITI,0,0,0,0
BOLIVAR,SOPLAVIENTO,0,0,2,2
BOLIVAR,TALAIGUA NUEVO,0,0,2,2
BOLIVAR,TIQUISIO,0,0,0,0
BOLIVAR,TURBACO,57,226,0,283
BOLIVAR,TURBANA,0,0,8,8
BOLIVAR,VILLANUEVA,0,0,12,12
BOLIVAR,ZAMBRANO,0,0,0,0
BOYACA,* BOYACA. MUNICIPIO DESCONOCIDO,0,0,0,0
BOYACA,TUNJA,0,0,1,1
BOYACA,ALMEIDA,0,0,0,0
BOYACA,AQUITANIA,0,0,0,0
BOYACA,ARCABUCO,0,0,0,0
BOYACA,BELEN,0,0,0,0
BOYACA,BERBEO,0,0,0,0
BOYACA,BETEITIVA,0,0,1,1
BOYACA,BOAVITA,0,0,0,0
BOYACA,BOYACA,0,0,0,0
BOYACA,BRICEÑO,0,0,0,0
BOYACA,BUENAVISTA,0,0,0,0
BOYACA,BUSBANZA,0,0,0,0
BOYACA,CALDAS,0,0,0,0
BOYACA,CAMPOHERMOSO,1,1,0,2
BOYACA,CERINZA,0,0,0,0
BOYACA,CHINAVITA,0,0,0,0
BOYACA,CHIQUINQUIRA,0,0,1,1
BOYACA,CHISCAS,0,0,0,0
BOYACA,CHITA,0,0,0,0
BOYACA,CHITARAQUE,2,1,0,3
BOYACA,CHIVATA,0,0,0,0
BOYACA,CIENEGA,0,0,0,0
BOYACA,COMBITA,0,0,0,0
BOYACA,COPER,0,0,0,0
BOYACA,CORRALES,0,0,0,0
BOYACA,COVARACHIA,0,0,0,0
BOYACA,CUBARA,0,0,0,0
BOYACA,CUCAITA,0,0,0,0
BOYACA,CUITIVA,0,0,0,0
BOYACA,CHIQUIZA,0,0,0,0
BOYACA,CHIVOR,0,0,0,0
BOYACA,DUITAMA,0,0,1,1
BOYACA,EL COCUY,0,0,0,0
BOYACA,EL ESPINO,0,0,0,0
BOYACA,FIRAVITOBA,0,0,0,0
BOYACA,FLORESTA,0,0,0,0
BOYACA,GACHANTIVA,0,0,0,0
BOYACA,GAMEZA,0,0,0,0
BOYACA,GARAGOA,0,0,0,0
BOYACA,GUACAMAYAS,0,0,0,0
BOYACA,GUATEQUE,0,0,0,0
BOYACA,GUAYATA,0,0,0,0
BOYACA,GUICAN,0,0,0,0
BOYACA,IZA,0,0,0,0
BOYACA,JENESANO,0,0,0,0
BOYACA,JERICO,0,0,0,0
BOYACA,LABRANZAGRANDE,0,0,0,0
BOYACA,LA CAPILLA,0,0,0,0
BOYACA,LA VICTORIA,0,0,0,0
BOYACA,LA UVITA,0,0,0,0
BOYACA,VILLA DE LEYVA,0,0,0,0
BOYACA,MACANAL,0,0,0,0
BOYACA,MARIPI,0,0,0,0
BOYACA,MIRAFLORES,0,0,0,0
BOYACA,MONGUA,0,0,0,0
BOYACA,MONGUI,0,0,0,0
BOYACA,MONIQUIRA,0,0,5,5
BOYACA,MOTAVITA,0,0,0,0
BOYACA,MUZO,5,28,0,33
BOYACA,NOBSA,0,0,0,0
BOYACA,NUEVO COLON,0,0,0,0
BOYACA,OICATA,0,0,0,0
BOYACA,OTANCHE,1,0,0,1
BOYACA,PACHAVITA,0,0,0,0
BOYACA,PAEZ,0,0,1,1
BOYACA,PAIPA,0,0,0,0
BOYACA,PAJARITO,1,3,0,4
BOYACA,PANQUEBA,0,0,0,0
BOYACA,PAUNA,0,0,1,1
BOYACA,PAYA,0,0,0,0
BOYACA,PAZ DE RIO,0,0,0,0
BOYACA,PESCA,0,0,0,0
BOYACA,PISBA,0,0,0,0
BOYACA,PUERTO BOYACA,12,11,0,23
BOYACA,QUIPAMA,0,0,0,0
BOYACA,RAMIRIQUI,0,0,0,0
BOYACA,RAQUIRA,0,0,0,0
BOYACA,RONDON,0,0,0,0
BOYACA,SABOYA,0,0,0,0
BOYACA,SACHICA,0,0,1,1
BOYACA,SAMACA,0,0,0,0
BOYACA,SAN EDUARDO,0,0,0,0
BOYACA,SAN JOSE DE PARE,0,0,0,0
BOYACA,SAN LUIS DE GACENO,1,2,0,3
BOYACA,SAN MATEO,0,0,0,0
BOYACA,SAN MIGUEL DE SEMA,0,0,0,0
BOYACA,SAN PABLO DE BORBUR,1,0,0,1
BOYACA,SANTANA,0,0,3,3
BOYACA,SANTA MARIA,0,0,0,0
BOYACA,SANTA ROSA DE VITERBO,0,0,0,0
BOYACA,SANTA SOFIA,0,0,0,0
BOYACA,SATIVANORTE,0,0,0,0
BOYACA,SATIVASUR,0,0,0,0
BOYACA,SIACHOQUE,0,0,0,0
BOYACA,SOATA,0,0,1,1
BOYACA,SOCOTA,0,0,0,0
BOYACA,SOCHA,0,0,0,0
BOYACA,SOGAMOSO,0,0,0,0
BOYACA,SOMONDOCO,0,0,0,0
BOYACA,SORA,0,0,0,0
BOYACA,SOTAQUIRA,0,0,0,0
BOYACA,SORACA,0,0,0,0
BOYACA,SUSACON,0,0,0,0
BOYACA,SUTAMARCHAN,0,0,0,0
BOYACA,SUTATENZA,0,0,1,1
BOYACA,TASCO,0,0,0,0
BOYACA,TENZA,0,0,0,0
BOYACA,TIBANA,0,0,2,2
BOYACA,TIBASOSA,0,0,0,0
BOYACA,TINJACA,0,0,0,0
BOYACA,TIPACOQUE,1,0,0,1
BOYACA,TOCA,0,0,0,0
BOYACA,TOGUÍ,0,0,0,0
BOYACA,TOPAGA,0,0,0,0
BOYACA,TOTA,0,0,0,0
BOYACA,TUNUNGUA,0,0,0,0
BOYACA,TURMEQUE,0,0,0,0
BOYACA,TUTA,0,0,0,0
BOYACA,TUTAZA,0,0,0,0
BOYACA,UMBITA,0,0,0,0
BOYACA,VENTAQUEMADA,0,0,0,0
BOYACA,VIRACACHA,0,0,0,0
BOYACA,ZETAQUIRA,0,0,0,0
CALDAS,* CALDAS. MUNICIPIO DESCONOCIDO,0,0,1,1
CALDAS,MANIZALES,0,0,6,6
CALDAS,AGUADAS,0,0,1,1
CALDAS,ANSERMA,0,0,0,0
CALDAS,ARANZAZU,0,0,0,0
CALDAS,BELALCAZAR,0,0,0,0
CALDAS,CHINCHINA,1,2,0,3
CALDAS,FILADELFIA,0,0,1,1
CALDAS,LA DORADA,1,35,0,36
CALDAS,LA MERCED,0,0,0,0
CALDAS,MANZANARES,0,0,2,2
CALDAS,MARMATO,9,5,0,14
CALDAS,MARQUETALIA,0,0,3,3
CALDAS,MARULANDA,0,0,0,0
CALDAS,NEIRA,0,0,1,1
CALDAS,NORCASIA,0,0,4,4
CALDAS,PACORA,0,0,0,0
CALDAS,PALESTINA,3,3,0,6
CALDAS,PENSILVANIA,2,0,0,2
CALDAS,RIOSUCIO,1,0,0,1
CALDAS,RISARALDA,0,0,0,0
CALDAS,SALAMINA,0,0,0,0
CALDAS,SAMANA,1,5,0,6
CALDAS,SAN JOSE,0,0,1,1
CALDAS,SUPIA,0,0,2,2
CALDAS,VICTORIA,1,15,0,16
CALDAS,VILLAMARIA,0,0,0,0
CALDAS,VITERBO,0,0,16,16
CAQUETA,* CAQUETA. MUNICIPIO DESCONOCIDO,0,0,5,5
CAQUETA,FLORENCIA,10,147,0,157
CAQUETA,ALBANIA,0,0,0,0
CAQUETA,BELEN DE LOS ANDAQUIES,0,0,3,3
CAQUETA,CARTAGENA DEL CHAIRA,0,0,4,4
CAQUETA,CURILLO,1,0,0,1
CAQUETA,EL DONCELLO,6,10,0,16
CAQUETA,EL PAUJIL,1,14,0,15
CAQUETA,LA MONTAÑITA,1,7,0,8
CAQUETA,MILAN,0,0,2,2
CAQUETA,MORELIA,1,6,0,7
CAQUETA,PUERTO RICO,0,0,2,2
CAQUETA,SAN JOSE DEL FRAGUA,2,15,0,17
CAQUETA,SAN VICENTE DEL CAGUAN,1,10,0,11
CAQUETA,SOLANO,0,0,1,1
CAQUETA,SOLITA,0,0,0,0
CAQUETA,VALPARAISO,0,0,0,0
CAUCA,* CAUCA. MUNICIPIO DESCONOCIDO,0,0,1,1
CAUCA,POPAYAN,1,1,0,2
CAUCA,ALMAGUER,0,0,0,0
CAUCA,ARGELIA,1,0,0,1
CAUCA,BALBOA,1,0,0,1
CAUCA,BOLIVAR,0,0,0,0
CAUCA,BUENOS AIRES,0,0,0,0
CAUCA,CAJIBIO,0,0,0,0
CAUCA,CALDONO,0,0,0,0
CAUCA,CALOTO,0,0,0,0
CAUCA,CORINTO,0,0,2,2
CAUCA,EL TAMBO,0,0,0,0
CAUCA,FLORENCIA,0,0,0,0
CAUCA,GUACHENE,0,0,0,0
CAUCA,GUAPI,0,0,0,0
CAUCA,INZA,0,0,0,0
CAUCA,JAMBALO,0,0,0,0
CAUCA,LA SIERRA,0,0,0,0
CAUCA,LA VEGA,0,0,1,1
CAUCA,LOPEZ,0,0,0,0
CAUCA,MERCADERES,1,0,0,1
CAUCA,MIRANDA,0,0,1,1
CAUCA,MORALES,0,0,0,0
CAUCA,PADILLA,0,0,1,1
CAUCA,PAEZ,0,0,1,1
CAUCA,PATIA,0,0,0,0
CAUCA,PIAMONTE,0,0,0,0
CAUCA,PIENDAMO,0,0,0,0
CAUCA,PUERTO TEJADA,0,0,1,1
CAUCA,PURACE,0,0,0,0
CAUCA,ROSAS,0,0,0,0
CAUCA,SAN SEBASTIAN,0,0,0,0
CAUCA,SANTANDER DE QUILICHAO,1,7,0,8
CAUCA,SANTA ROSA,0,0,0,0
CAUCA,SILVIA,0,0,0,0
CAUCA,SOTARA,0,0,0,0
CAUCA,SUAREZ,0,0,0,0
CAUCA,SUCRE,0,0,1,1
CAUCA,TIMBIO,0,0,0,0
CAUCA,TIMBIQUI,0,0,0,0
CAUCA,TORIBIO,0,0,1,1
CAUCA,TOTORO,0,0,0,0
CAUCA,VILLA RICA,0,0,1,1
CESAR,* CESAR. MUNICIPIO DESCONOCIDO,0,0,6,6
CESAR,VALLEDUPAR,6,369,0,375
CESAR,AGUACHICA,8,159,0,167
CESAR,AGUSTIN CODAZZI,0,0,1,1
CESAR,ASTREA,0,0,8,8
CESAR,BECERRIL,0,0,7,7
CESAR,BOSCONIA,0,0,14,14
CESAR,CHIMICHAGUA,0,0,0,0
CESAR,CHIRIGUANA,0,0,5,5
CESAR,CURUMANI,2,33,0,35
CESAR,EL COPEY,1,14,0,15
CESAR,EL PASO,0,0,6,6
CESAR,GAMARRA,0,0,3,3
CESAR,GONZALEZ,0,0,0,0
CESAR,LA GLORIA,0,0,1,1
CESAR,LA JAGUA DE IBIRICO,0,0,1,1
CESAR,MANAURE,0,0,6,6
CESAR,PAILITAS,0,0,6,6
CESAR,PELAYA,0,0,3,3
CESAR,PUEBLO BELLO,0,0,2,2
CESAR,RIO DE ORO,0,0,5,5
CESAR,LA PAZ,0,0,7,7
CESAR,SAN ALBERTO,0,0,14,14
CESAR,SAN DIEGO,0,0,1,1
CESAR,SAN MARTIN,0,0,5,5
CESAR,TAMALAMEQUE,0,0,4,4
CORDOBA,* CORDOBA. MUNICIPIO DESCONOCIDO,0,0,3,3
CORDOBA,MONTERIA,7,1192,0,1199
CORDOBA,AYAPEL,0,0,29,29
CORDOBA,BUENAVISTA,0,0,16,16
CORDOBA,CANALETE,0,0,30,30
CORDOBA,CERETE,1,107,0,108
CORDOBA,CHIMA,0,0,5,5
CORDOBA,CHINU,0,0,7,7
CORDOBA,CIENAGA DE ORO,0,0,2,2
CORDOBA,COTORRA,0,0,0,0
CORDOBA,LA APARTADA,0,0,72,72
CORDOBA,LORICA,0,0,37,37
CORDOBA,LOS CORDOBAS,0,0,1,1
CORDOBA,MOMIL,0,0,57,57
CORDOBA,MONTELIBANO,1,103,0,104
CORDOBA,MOÑITOS,0,0,1,1
CORDOBA,PLANETA RICA,0,0,23,23
CORDOBA,PUEBLO NUEVO,0,0,9,9
CORDOBA,PUERTO ESCONDIDO,0,0,37,37
CORDOBA,PUERTO LIBERTADOR,0,0,15,15
CORDOBA,PURISIMA,0,0,5,5
CORDOBA,SAHAGUN,1,14,0,15
CORDOBA,SAN ANDRES SOTAVENTO,0,0,5,5
CORDOBA,SAN ANTERO,0,0,3,3
CORDOBA,SAN BERNARDO DEL VIENTO,0,0,95,95
CORDOBA,SAN CARLOS,0,0,8,8
CORDOBA,SAN JOSE DE URE,0,0,11,11
CORDOBA,SAN PELAYO,0,0,40,40
CORDOBA,TIERRALTA,0,0,38,38
CORDOBA,TUCHIN,1,6,0,7
CORDOBA,VALENCIA,0,0,12,12
CUNDINAMARCA,* CUNDINAMARCA. MUNICIPIO DESCONOCIDO,0,0,32,32
CUNDINAMARCA,AGUA DE DIOS,3,105,0,108
CUNDINAMARCA,ALBAN,0,0,0,0
CUNDINAMARCA,ANAPOIMA,1,70,0,71
CUNDINAMARCA,ANOLAIMA,0,0,4,4
CUNDINAMARCA,ARBELAEZ,0,0,0,0
CUNDINAMARCA,BELTRAN,0,0,1,1
CUNDINAMARCA,BITUIMA,0,0,0,0
CUNDINAMARCA,BOJACA,0,0,0,0
CUNDINAMARCA,CABRERA,0,0,0,0
CUNDINAMARCA,CACHIPAY,0,0,15,15
CUNDINAMARCA,CAJICA,0,0,0,0
CUNDINAMARCA,CAPARRAPI,0,0,5,5
CUNDINAMARCA,CAQUEZA,1,0,0,1
CUNDINAMARCA,CARMEN DE CARUPA,0,0,0,0
CUNDINAMARCA,CHAGUANI,0,0,0,0
CUNDINAMARCA,CHIA,0,0,4,4
CUNDINAMARCA,CHIPAQUE,0,0,0,0
CUNDINAMARCA,CHOACHI,0,0,0,0
CUNDINAMARCA,CHOCONTA,0,0,0,0
CUNDINAMARCA,COGUA,0,0,0,0
CUNDINAMARCA,COTA,0,0,0,0
CUNDINAMARCA,CUCUNUBA,0,0,0,0
CUNDINAMARCA,EL COLEGIO,0,0,163,163
CUNDINAMARCA,EL PEÑON,1,16,0,17
CUNDINAMARCA,EL ROSAL,0,0,0,0
CUNDINAMARCA,FACATATIVA,0,0,6,6
CUNDINAMARCA,FOMEQUE,0,0,0,0
CUNDINAMARCA,FOSCA,0,0,0,0
CUNDINAMARCA,FUNZA,0,0,0,0
CUNDINAMARCA,FUQUENE,0,0,0,0
CUNDINAMARCA,FUSAGASUGA,1,34,0,35
CUNDINAMARCA,GACHALA,0,0,1,1
CUNDINAMARCA,GACHANCIPA,0,0,0,0
CUNDINAMARCA,GACHETA,0,0,0,0
CUNDINAMARCA,GAMA,0,0,0,0
CUNDINAMARCA,GIRARDOT,37,1547,0,1584
CUNDINAMARCA,GRANADA,0,0,1,1
CUNDINAMARCA,GUACHETA,0,0,1,1
CUNDINAMARCA,GUADUAS,2,28,0,30
CUNDINAMARCA,GUASCA,0,0,0,0
CUNDINAMARCA,GUATAQUI,1,2,0,3
CUNDINAMARCA,GUATAVITA,0,0,0,0
CUNDINAMARCA,GUAYABAL DE SIQUIMA,0,0,1,1
CUNDINAMARCA,GUAYABETAL,0,0,0,0
CUNDINAMARCA,GUTIERREZ,0,0,0,0
CUNDINAMARCA,JERUSALEN,0,0,10,10
CUNDINAMARCA,JUNIN,0,0,0,0
CUNDINAMARCA,LA CALERA,0,0,0,0
CUNDINAMARCA,LA MESA,1,156,0,157
CUNDINAMARCA,LA PALMA,1,5,0,6
CUNDINAMARCA,LA PEÑA,0,0,12,12
CUNDINAMARCA,LA VEGA,2,20,0,22
CUNDINAMARCA,LENGUAZAQUE,0,0,0,0
CUNDINAMARCA,MACHETA,0,0,0,0
CUNDINAMARCA,MADRID,0,0,0,0
CUNDINAMARCA,MANTA,0,0,0,0
CUNDINAMARCA,MEDINA,0,0,0,0
CUNDINAMARCA,MOSQUERA,0,0,0,0
CUNDINAMARCA,NARIÑO,2,15,0,17
CUNDINAMARCA,NEMOCON,0,0,0,0
CUNDINAMARCA,NILO,0,0,54,54
CUNDINAMARCA,NIMAIMA,0,0,1,1
CUNDINAMARCA,NOCAIMA,0,0,7,7
CUNDINAMARCA,VENECIA,0,0,0,0
CUNDINAMARCA,PACHO,1,7,0,8
